asdu_len,io_type,type_id,src,dst,interval,relative_time_stamp
17,65537,122,0,1,0.347156,1.247973
19,65537,120,1,0,0.034096,1.282069
17,65537,122,0,1,0.00025,1.282319
20,65537,121,1,0,0.000328,1.282647
17,65537,122,0,1,0.028706,1.311353
506,65537,125,1,0,0.001183,1.312536
57,65537,125,1,0,1e-06,1.312537
506,65537,125,1,0,0.000332,1.312869
57,65537,125,1,0,1e-06,1.31287
506,65537,125,1,0,0.0,1.31287
57,65537,125,1,0,0.000349,1.313219
506,65537,125,1,0,0.000482,1.313701
57,65537,125,1,0,0.000345,1.314046
506,65537,125,1,0,0.000722,1.315028
57,65537,125,1,0,2e-06,1.31503
506,65537,125,1,0,0.000329,1.315359
310,65537,125,1,0,0.000331,1.316072
310,65537,125,1,0,0.002524,1.318596
581,65537,125,1,0,0.000373,1.318969
17,65537,124,0,1,8.1e-05,1.319995
18,65537,123,1,0,0.000627,1.320622
17,65537,124,0,1,0.000102,1.320724
17,65537,122,0,1,0.348175,1.66924
19,65537,120,1,0,0.000291,1.669531
17,65537,122,0,1,0.000214,1.669745
20,65537,121,1,0,0.000328,1.670073
17,65537,122,0,1,0.06231,1.732383
506,65537,125,1,0,0.050862,1.783245
57,65537,125,1,0,2e-06,1.783247
506,65537,125,1,0,0.0,1.783247
57,65537,125,1,0,0.000343,1.78359
506,65537,125,1,0,1e-06,1.783591
57,65537,125,1,0,0.00035,1.783941
506,65537,125,1,0,0.000463,1.784404
57,65537,125,1,0,1e-06,1.784755
506,65537,125,1,0,0.000693,1.785448
57,65537,125,1,0,1e-06,1.785449
506,65537,125,1,0,0.000333,1.785782
310,65537,125,1,0,0.000327,1.786406
310,65537,125,1,0,0.000574,1.78698
581,65537,125,1,0,0.000411,1.787391
17,65537,124,0,1,7.2e-05,1.788345
18,65537,123,1,0,0.000572,1.788917
17,65537,124,0,1,0.000194,1.789111
17,65537,122,0,1,0.285416,2.074842
19,65537,120,1,0,0.000343,2.075185
17,65537,122,0,1,0.000208,2.075393
20,65537,121,1,0,0.000322,2.075715
17,65537,122,0,1,0.062193,2.137908
506,65537,125,1,0,0.000888,2.138796
57,65537,125,1,0,1e-06,2.138797
506,65537,125,1,0,0.0,2.138797
57,65537,125,1,0,0.000317,2.139114
506,65537,125,1,0,1e-06,2.139115
57,65537,125,1,0,0.000344,2.139459
506,65537,125,1,0,0.000468,2.139927
57,65537,125,1,0,0.000382,2.140309
506,65537,125,1,0,0.000743,2.141184
57,65537,125,1,0,1e-06,2.141185
506,65537,125,1,0,0.000342,2.141527
310,65537,125,1,0,0.000327,2.142172
310,65537,125,1,0,0.000599,2.142771
581,65537,125,1,0,0.000412,2.143183
17,65537,124,0,1,7.3e-05,2.144121
18,65537,123,1,0,0.000573,2.144694
17,65537,124,0,1,0.000199,2.144893
17,65537,122,0,1,0.351832,2.497046
19,65537,120,1,0,0.003422,2.500468
17,65537,122,0,1,0.000217,2.500685
20,65537,121,1,0,0.002068,2.502753
17,65537,122,0,1,0.057419,2.560172
506,65537,125,1,0,0.000854,2.561026
57,65537,125,1,0,2e-06,2.561028
506,65537,125,1,0,0.0,2.561028
57,65537,125,1,0,0.000327,2.561355
506,65537,125,1,0,1e-06,2.561356
57,65537,125,1,0,0.000342,2.561698
506,65537,125,1,0,0.000476,2.562174
57,65537,125,1,0,0.000359,2.562533
506,65537,125,1,0,0.000719,2.563319
57,65537,125,1,0,2e-06,2.563321
506,65537,125,1,0,0.00033,2.563651
310,65537,125,1,0,0.000347,2.564313
310,65537,125,1,0,0.000504,2.564817
581,65537,125,1,0,0.000409,2.565226
17,65537,124,0,1,7.2e-05,2.566184
18,65537,123,1,0,0.000565,2.566749
17,65537,124,0,1,0.000223,2.566972
17,65537,122,0,1,0.35125,2.918558
19,65537,120,1,0,0.000336,2.918894
17,65537,122,0,1,0.00022,2.919114
20,65537,121,1,0,0.000318,2.919432
17,65537,122,0,1,0.061458,2.98089
506,65537,125,1,0,0.000772,2.981662
57,65537,125,1,0,1e-06,2.981663
506,65537,125,1,0,0.000309,2.981972
57,65537,125,1,0,1e-06,2.981973
506,65537,125,1,0,0.00033,2.982303
57,65537,125,1,0,0.000362,2.982665
506,65537,125,1,0,0.0,2.982665
57,65537,125,1,0,0.000349,2.983014
506,65537,125,1,0,0.000724,2.983872
57,65537,125,1,0,2e-06,2.983874
506,65537,125,1,0,0.000323,2.984197
310,65537,125,1,0,0.000305,2.984747
310,65537,125,1,0,0.000586,2.985333
581,65537,125,1,0,0.000717,2.98605
17,65537,124,0,1,7.3e-05,2.986802
18,65537,123,1,0,0.00072,2.987522
17,65537,124,0,1,0.000195,2.987717
17,65537,122,0,1,0.335802,3.323813
19,65537,120,1,0,0.00063,3.324443
17,65537,122,0,1,0.000214,3.324657
20,65537,121,1,0,0.000321,3.324978
17,65537,122,0,1,0.061989,3.386967
506,65537,125,1,0,0.000799,3.387766
57,65537,125,1,0,2e-06,3.387768
506,65537,125,1,0,0.000326,3.388094
57,65537,125,1,0,0.0,3.388094
506,65537,125,1,0,1e-06,3.388095
57,65537,125,1,0,0.000352,3.388447
506,65537,125,1,0,0.000487,3.388934
57,65537,125,1,0,0.000318,3.389252
506,65537,125,1,0,0.000739,3.390193
57,65537,125,1,0,1e-06,3.390194
506,65537,125,1,0,0.000341,3.390535
310,65537,125,1,0,0.000362,3.391218
310,65537,125,1,0,0.00055,3.391768
581,65537,125,1,0,0.000419,3.392187
17,65537,124,0,1,7.2e-05,3.393154
18,65537,123,1,0,0.00059,3.393744
17,65537,124,0,1,0.000222,3.393966
17,65537,122,0,1,0.35138,3.745649
19,65537,120,1,0,0.040175,3.785824
17,65537,122,0,1,0.000356,3.78618
20,65537,121,1,0,0.000265,3.786445
17,65537,122,0,1,0.021299,3.807744
506,65537,125,1,0,0.000775,3.808519
57,65537,125,1,0,2e-06,3.808521
506,65537,125,1,0,0.000327,3.808848
57,65537,125,1,0,1e-06,3.808849
506,65537,125,1,0,0.000329,3.809178
57,65537,125,1,0,0.000343,3.809521
506,65537,125,1,0,0.0,3.809521
57,65537,125,1,0,0.000342,3.809863
506,65537,125,1,0,0.000713,3.810736
57,65537,125,1,0,2e-06,3.810738
506,65537,125,1,0,0.000329,3.811067
310,65537,125,1,0,0.000331,3.811608
310,65537,125,1,0,0.00056,3.812168
581,65537,125,1,0,0.0007,3.812868
17,65537,124,0,1,7e-05,3.813828
18,65537,123,1,0,0.00065,3.814478
17,65537,124,0,1,0.000195,3.814673
17,65537,122,0,1,0.351225,4.166185
19,65537,120,1,0,0.000597,4.166782
17,65537,122,0,1,0.000222,4.167004
20,65537,121,1,0,0.000364,4.167368
17,65537,122,0,1,0.061829,4.229197
506,65537,125,1,0,0.057782,4.286979
57,65537,125,1,0,1e-06,4.28698
506,65537,125,1,0,0.000296,4.287276
57,65537,125,1,0,0.0,4.287276
506,65537,125,1,0,0.00033,4.287606
57,65537,125,1,0,0.000392,4.287998
506,65537,125,1,0,0.0,4.287998
57,65537,125,1,0,0.000347,4.288345
506,65537,125,1,0,0.00072,4.289201
57,65537,125,1,0,1e-06,4.289202
506,65537,125,1,0,0.000332,4.289534
310,65537,125,1,0,0.000326,4.290075
310,65537,125,1,0,0.000571,4.290646
581,65537,125,1,0,0.000407,4.291053
17,65537,124,0,1,7.2e-05,4.292052
18,65537,123,1,0,0.000607,4.292659
17,65537,124,0,1,0.000192,4.292851
25,2,36,1,0,0.351591,4.644758
17,65537,122,0,1,0.067472,4.71223
19,65537,120,1,0,0.000663,4.712893
17,65537,122,0,1,0.000216,4.713109
20,65537,121,1,0,0.00033,4.713439
17,65537,122,0,1,0.06211,4.775549
506,65537,125,1,0,0.012418,4.787967
57,65537,125,1,0,2e-06,4.787969
506,65537,125,1,0,0.0,4.787969
57,65537,125,1,0,0.000348,4.788317
506,65537,125,1,0,1e-06,4.788318
57,65537,125,1,0,0.000346,4.788664
506,65537,125,1,0,0.000456,4.78912
57,65537,125,1,0,2.4e-05,4.789469
506,65537,125,1,0,0.000671,4.79014
57,65537,125,1,0,2e-06,4.790142
506,65537,125,1,0,0.00033,4.790472
310,65537,125,1,0,0.000313,4.791165
310,65537,125,1,0,0.000608,4.791773
581,65537,125,1,0,0.000397,4.79217
17,65537,124,0,1,7.2e-05,4.793255
18,65537,123,1,0,0.00061,4.793865
17,65537,124,0,1,0.000197,4.794062
17,65537,122,0,1,0.33899,5.133364
19,65537,120,1,0,0.000388,5.133752
17,65537,122,0,1,0.000234,5.133986
20,65537,121,1,0,0.000308,5.134294
17,65537,122,0,1,0.062166,5.19646
506,65537,125,1,0,0.002795,5.199255
57,65537,125,1,0,2e-06,5.199257
506,65537,125,1,0,0.0,5.199257
57,65537,125,1,0,0.000306,5.199563
506,65537,125,1,0,0.0,5.199563
57,65537,125,1,0,0.000347,5.19991
506,65537,125,1,0,0.000461,5.200371
57,65537,125,1,0,2.9e-05,5.200716
506,65537,125,1,0,0.000664,5.20138
57,65537,125,1,0,2e-06,5.201382
506,65537,125,1,0,0.000329,5.201711
310,65537,125,1,0,0.00033,5.202284
310,65537,125,1,0,0.000533,5.202817
581,65537,125,1,0,0.000372,5.203189
17,65537,124,0,1,8e-05,5.204193
18,65537,123,1,0,0.000627,5.20482
17,65537,124,0,1,0.000223,5.205043
17,65537,122,0,1,0.333701,5.539061
19,65537,120,1,0,0.000339,5.5394
17,65537,122,0,1,0.000242,5.539642
20,65537,121,1,0,0.000317,5.539959
17,65537,122,0,1,0.062203,5.602162
506,65537,125,1,0,0.000804,5.602966
57,65537,125,1,0,1e-06,5.602967
506,65537,125,1,0,0.000314,5.603281
57,65537,125,1,0,1e-06,5.603282
506,65537,125,1,0,0.000344,5.603626
57,65537,125,1,0,0.000334,5.60396
506,65537,125,1,0,0.0,5.60396
57,65537,125,1,0,0.000349,5.604309
506,65537,125,1,0,0.000715,5.605185
57,65537,125,1,0,1e-06,5.605186
506,65537,125,1,0,0.000332,5.605518
310,65537,125,1,0,0.000333,5.606175
310,65537,125,1,0,0.000564,5.606739
581,65537,125,1,0,0.000702,5.607441
17,65537,124,0,1,7.2e-05,5.608407
18,65537,123,1,0,0.000663,5.60907
17,65537,124,0,1,0.000195,5.609265
17,65537,122,0,1,0.350569,5.960169
19,65537,120,1,0,0.000329,5.960498
17,65537,122,0,1,0.000216,5.960714
20,65537,121,1,0,0.000328,5.961042
17,65537,122,0,1,0.061963,6.023005
506,65537,125,1,0,0.000835,6.02384
57,65537,125,1,0,1e-06,6.023841
506,65537,125,1,0,1e-06,6.023842
57,65537,125,1,0,0.000351,6.024193
506,65537,125,1,0,1e-06,6.024194
57,65537,125,1,0,0.000346,6.02454
506,65537,125,1,0,0.000445,6.024985
57,65537,125,1,0,0.000343,6.025328
506,65537,125,1,0,0.000689,6.026021
57,65537,125,1,0,1e-06,6.026022
506,65537,125,1,0,0.000331,6.026353
310,65537,125,1,0,0.000374,6.027017
310,65537,125,1,0,0.000469,6.027486
581,65537,125,1,0,0.000347,6.027833
17,65537,124,0,1,7.2e-05,6.028454
18,65537,123,1,0,0.000696,6.02915
17,65537,124,0,1,0.000191,6.029341
17,65537,122,0,1,0.336096,6.365746
19,65537,120,1,0,0.000321,6.366067
17,65537,122,0,1,0.000203,6.36627
20,65537,121,1,0,0.000311,6.366581
17,65537,122,0,1,0.062283,6.428864
506,65537,125,1,0,0.000865,6.429729
57,65537,125,1,0,1e-06,6.42973
506,65537,125,1,0,0.0,6.42973
57,65537,125,1,0,0.00042,6.43015
506,65537,125,1,0,0.0,6.43015
57,65537,125,1,0,0.000349,6.430499
506,65537,125,1,0,0.0,6.430499
57,65537,125,1,0,0.000375,6.430874
506,65537,125,1,0,0.000741,6.432195
57,65537,125,1,0,2e-06,6.432197
506,65537,125,1,0,0.000346,6.432543
310,65537,125,1,0,0.00036,6.433212
310,65537,125,1,0,0.00053,6.433742
581,65537,125,1,0,0.000373,6.434115
17,65537,124,0,1,7.2e-05,6.434712
18,65537,123,1,0,0.000332,6.435044
17,65537,124,0,1,0.000219,6.435263
17,65537,122,0,1,0.351334,6.787009
19,65537,120,1,0,0.004671,6.79168
17,65537,122,0,1,0.000192,6.791872
20,65537,121,1,0,0.000331,6.792203
17,65537,122,0,1,0.057971,6.850174
506,65537,125,1,0,0.000735,6.850909
57,65537,125,1,0,1e-06,6.85091
506,65537,125,1,0,0.00033,6.85124
57,65537,125,1,0,1e-06,6.851241
506,65537,125,1,0,0.000331,6.851572
57,65537,125,1,0,0.000381,6.851953
506,65537,125,1,0,1e-06,6.851954
57,65537,125,1,0,0.000349,6.852303
506,65537,125,1,0,0.000714,6.853111
57,65537,125,1,0,1e-06,6.853112
506,65537,125,1,0,0.000326,6.853438
310,65537,125,1,0,0.000333,6.854056
310,65537,125,1,0,0.000576,6.854632
581,65537,125,1,0,0.000376,6.855008
17,65537,124,0,1,7.2e-05,6.855937
18,65537,123,1,0,0.000629,6.856566
17,65537,124,0,1,0.000197,6.856763
17,65537,122,0,1,0.351087,7.20817
19,65537,120,1,0,0.000327,7.208497
17,65537,122,0,1,0.000215,7.208712
20,65537,121,1,0,0.000331,7.209043
17,65537,122,0,1,0.062281,7.271324
506,65537,125,1,0,0.021539,7.292863
57,65537,125,1,0,2e-06,7.292865
506,65537,125,1,0,0.000293,7.293158
57,65537,125,1,0,0.0,7.293158
506,65537,125,1,0,0.000348,7.293506
57,65537,125,1,0,0.000387,7.293893
506,65537,125,1,0,1e-06,7.293894
57,65537,125,1,0,0.000344,7.294238
506,65537,125,1,0,0.00072,7.295279
57,65537,125,1,0,1e-06,7.29528
506,65537,125,1,0,0.000332,7.295612
310,65537,125,1,0,0.000329,7.296158
310,65537,125,1,0,0.000571,7.296729
581,65537,125,1,0,0.000701,7.29743
17,65537,124,0,1,7.1e-05,7.29839
18,65537,123,1,0,0.0014,7.29979
17,65537,124,0,1,0.000273,7.300063
17,65537,122,0,1,0.313429,7.613783
19,65537,120,1,0,0.000348,7.614131
17,65537,122,0,1,0.000213,7.614344
20,65537,121,1,0,0.000327,7.614671
17,65537,122,0,1,0.062132,7.676803
506,65537,125,1,0,0.0029,7.679703
57,65537,125,1,0,1e-06,7.679704
506,65537,125,1,0,0.0,7.679704
57,65537,125,1,0,0.000328,7.680032
506,65537,125,1,0,0.0,7.680032
57,65537,125,1,0,0.000348,7.68038
506,65537,125,1,0,0.000447,7.680827
57,65537,125,1,0,6e-06,7.681174
506,65537,125,1,0,0.000675,7.681849
57,65537,125,1,0,2e-06,7.681851
506,65537,125,1,0,0.000332,7.682183
310,65537,125,1,0,0.000331,7.682769
310,65537,125,1,0,0.000554,7.683323
581,65537,125,1,0,0.000383,7.683706
17,65537,124,0,1,7.1e-05,7.684502
18,65537,123,1,0,0.000334,7.684836
17,65537,124,0,1,0.000213,7.685049
17,65537,122,0,1,0.349512,8.034876
19,65537,120,1,0,0.000623,8.035499
17,65537,122,0,1,0.000235,8.035734
20,65537,121,1,0,0.000331,8.036065
17,65537,122,0,1,0.061591,8.097656
506,65537,125,1,0,0.00421,8.101866
57,65537,125,1,0,0.002124,8.10399
506,65537,125,1,0,1e-06,8.103991
57,65537,125,1,0,0.000349,8.10434
506,65537,125,1,0,0.002273,8.106613
57,65537,125,1,0,0.000338,8.106951
506,65537,125,1,0,0.001813,8.109242
57,65537,125,1,0,0.002067,8.111309
506,65537,125,1,0,1e-06,8.11131
57,65537,125,1,0,0.000309,8.111619
506,65537,125,1,0,0.001794,8.114253
57,65537,125,1,0,0.00188,8.116133
506,65537,125,1,0,1e-06,8.116134
57,65537,125,1,0,0.000315,8.116449
506,65537,125,1,0,1e-06,8.11645
75,65537,125,1,0,0.000347,8.116797
17,65537,124,0,1,7.8e-05,8.118085
18,65537,123,1,0,0.001725,8.11981
17,65537,124,0,1,0.000137,8.119947
17,65537,122,0,1,0.335839,8.456116
19,65537,120,1,0,0.000326,8.456442
17,65537,122,0,1,0.000216,8.456658
20,65537,121,1,0,0.000324,8.456982
17,65537,122,0,1,0.062075,8.519057
506,65537,125,1,0,0.000917,8.519974
57,65537,125,1,0,1e-06,8.519975
506,65537,125,1,0,0.000341,8.520316
57,65537,125,1,0,1e-06,8.520317
506,65537,125,1,0,0.0,8.520317
57,65537,125,1,0,0.000348,8.520665
506,65537,125,1,0,0.000487,8.521152
57,65537,125,1,0,0.000345,8.521497
506,65537,125,1,0,0.000711,8.522285
57,65537,125,1,0,1e-06,8.522286
506,65537,125,1,0,0.00033,8.522616
310,65537,125,1,0,0.000332,8.523292
310,65537,125,1,0,0.000532,8.523824
581,65537,125,1,0,0.000376,8.5242
17,65537,124,0,1,7.3e-05,8.524923
18,65537,123,1,0,0.000639,8.525562
17,65537,124,0,1,0.000227,8.525789
17,65537,122,0,1,0.351188,8.877327
19,65537,120,1,0,0.002521,8.879848
17,65537,122,0,1,0.000213,8.880061
20,65537,121,1,0,0.000286,8.880347
17,65537,122,0,1,0.060121,8.940468
506,65537,125,1,0,0.000834,8.941302
57,65537,125,1,0,1e-06,8.941303
506,65537,125,1,0,0.000326,8.941629
57,65537,125,1,0,1e-06,8.94163
506,65537,125,1,0,0.0,8.94163
57,65537,125,1,0,0.000351,8.941981
506,65537,125,1,0,0.000491,8.942472
57,65537,125,1,0,0.000367,8.942839
506,65537,125,1,0,0.000713,8.943627
57,65537,125,1,0,2e-06,8.943629
506,65537,125,1,0,0.00033,8.943959
310,65537,125,1,0,0.000336,8.94452
310,65537,125,1,0,0.000569,8.945089
581,65537,125,1,0,0.000376,8.945465
17,65537,124,0,1,7.2e-05,8.94641
18,65537,123,1,0,0.00064,8.94705
17,65537,124,0,1,0.000194,8.947244
17,65537,122,0,1,0.334315,9.281902
19,65537,120,1,0,0.014663,9.296565
17,65537,122,0,1,0.000156,9.296721
20,65537,121,1,0,0.000331,9.297052
17,65537,122,0,1,0.048007,9.345059
506,65537,125,1,0,0.00082,9.345879
57,65537,125,1,0,0.0,9.345879
506,65537,125,1,0,0.000331,9.34621
57,65537,125,1,0,0.0,9.34621
506,65537,125,1,0,0.000333,9.346543
57,65537,125,1,0,0.000339,9.346882
506,65537,125,1,0,0.0,9.346882
57,65537,125,1,0,0.000344,9.347226
506,65537,125,1,0,0.000719,9.348197
57,65537,125,1,0,1e-06,9.348198
506,65537,125,1,0,0.000329,9.348527
310,65537,125,1,0,0.000331,9.349919
310,65537,125,1,0,0.000536,9.350455
581,65537,125,1,0,0.000347,9.350802
17,65537,124,0,1,8.2e-05,9.353551
18,65537,123,1,0,0.000648,9.354199
17,65537,124,0,1,0.000109,9.354308
17,65537,122,0,1,0.33909,9.693711
19,65537,120,1,0,0.000575,9.694286
17,65537,122,0,1,0.000222,9.694508
20,65537,121,1,0,0.000327,9.694835
17,65537,122,0,1,0.061708,9.756543
506,65537,125,1,0,0.041275,9.797818
57,65537,125,1,0,0.002142,9.79996
506,65537,125,1,0,1e-06,9.799961
57,65537,125,1,0,0.00039,9.800351
506,65537,125,1,0,1e-06,9.800352
57,65537,125,1,0,0.000346,9.800698
506,65537,125,1,0,0.0,9.800698
57,65537,125,1,0,0.000348,9.801046
506,65537,125,1,0,0.000725,9.802429
57,65537,125,1,0,1e-06,9.80243
506,65537,125,1,0,0.00033,9.80276
310,65537,125,1,0,0.00033,9.8034
310,65537,125,1,0,0.000539,9.803939
581,65537,125,1,0,0.000681,9.80462
17,65537,124,0,1,0.000248,9.805709
18,65537,123,1,0,0.000571,9.80628
17,65537,124,0,1,0.000239,9.806519
17,65537,122,0,1,0.297479,10.104263
19,65537,120,1,0,0.001886,10.106149
17,65537,122,0,1,0.000195,10.106344
20,65537,121,1,0,0.002098,10.108442
17,65537,122,0,1,0.058906,10.167348
506,65537,125,1,0,0.000831,10.168179
57,65537,125,1,0,1e-06,10.16818
506,65537,125,1,0,0.000331,10.168511
57,65537,125,1,0,0.0,10.168511
506,65537,125,1,0,1e-06,10.168512
57,65537,125,1,0,0.000347,10.168859
506,65537,125,1,0,0.000492,10.169351
57,65537,125,1,0,2.1e-05,10.169695
506,65537,125,1,0,0.000673,10.170368
57,65537,125,1,0,1e-06,10.170369
506,65537,125,1,0,0.000332,10.170701
310,65537,125,1,0,0.000332,10.171402
310,65537,125,1,0,0.000547,10.171949
581,65537,125,1,0,0.000375,10.172324
17,65537,124,0,1,7.2e-05,10.173305
18,65537,123,1,0,0.000612,10.173917
17,65537,124,0,1,0.000214,10.174131
17,65537,122,0,1,0.351248,10.52573
19,65537,120,1,0,0.000291,10.526021
17,65537,122,0,1,0.000272,10.526293
20,65537,121,1,0,0.000612,10.526905
17,65537,122,0,1,0.049337,10.576242
506,65537,125,1,0,0.000792,10.577034
57,65537,125,1,0,1e-06,10.577035
506,65537,125,1,0,0.000335,10.57737
57,65537,125,1,0,0.0,10.57737
506,65537,125,1,0,1e-06,10.577371
57,65537,125,1,0,0.000352,10.577723
506,65537,125,1,0,0.001715,10.580292
57,65537,125,1,0,0.0,10.580292
506,65537,125,1,0,0.000299,10.580591
57,65537,125,1,0,0.000356,10.580947
506,65537,125,1,0,1e-06,10.580948
310,65537,125,1,0,0.000348,10.581296
310,65537,125,1,0,0.000821,10.582467
581,65537,125,1,0,0.203493,10.78596
17,65537,124,0,1,8.4e-05,10.787077
18,65537,123,1,0,0.014892,10.801969
17,65537,124,0,1,0.000217,10.802186
17,65537,122,0,1,0.330834,11.133337
19,65537,120,1,0,0.000383,11.13372
17,65537,122,0,1,0.000245,11.133965
20,65537,121,1,0,0.000302,11.134267
17,65537,122,0,1,0.062249,11.196516
506,65537,125,1,0,0.000799,11.197315
57,65537,125,1,0,1e-06,11.197316
506,65537,125,1,0,0.000318,11.197634
57,65537,125,1,0,1e-06,11.197635
506,65537,125,1,0,0.000339,11.197974
57,65537,125,1,0,0.001578,11.200391
506,65537,125,1,0,0.0,11.200391
57,65537,125,1,0,0.000327,11.200718
506,65537,125,1,0,1e-06,11.200719
57,65537,125,1,0,0.000347,11.201066
506,65537,125,1,0,0.000483,11.201549
310,65537,125,1,0,7.6e-05,11.201923
310,65537,125,1,0,0.000661,11.202584
581,65537,125,1,0,0.000356,11.20294
17,65537,124,0,1,7.2e-05,11.203601
18,65537,123,1,0,0.00033,11.203931
17,65537,124,0,1,0.000243,11.204174
17,65537,122,0,1,0.334457,11.538938
19,65537,120,1,0,0.00177,11.540708
17,65537,122,0,1,0.000217,11.540925
20,65537,121,1,0,0.000318,11.541243
17,65537,122,0,1,0.060746,11.601989
506,65537,125,1,0,0.000842,11.602831
57,65537,125,1,0,1e-06,11.602832
506,65537,125,1,0,1e-06,11.602833
57,65537,125,1,0,0.000328,11.603161
506,65537,125,1,0,0.0,11.603161
57,65537,125,1,0,0.000351,11.603512
506,65537,125,1,0,0.000442,11.603954
57,65537,125,1,0,6e-06,11.604301
506,65537,125,1,0,0.000677,11.604978
57,65537,125,1,0,2e-06,11.60498
506,65537,125,1,0,0.000329,11.605309
310,65537,125,1,0,0.000329,11.605904
310,65537,125,1,0,0.000578,11.606482
581,65537,125,1,0,0.000397,11.606879
17,65537,124,0,1,0.000182,11.607924
18,65537,123,1,0,0.000543,11.608467
17,65537,124,0,1,0.000201,11.608668
17,65537,122,0,1,0.351122,11.960106
19,65537,120,1,0,0.000659,11.960765
17,65537,122,0,1,0.000243,11.961008
20,65537,121,1,0,0.000338,11.961346
17,65537,122,0,1,0.061473,12.022819
506,65537,125,1,0,0.000845,12.023664
57,65537,125,1,0,2e-06,12.023666
506,65537,125,1,0,0.0,12.023666
57,65537,125,1,0,0.000331,12.023997
506,65537,125,1,0,0.0,12.023997
57,65537,125,1,0,0.000349,12.024346
506,65537,125,1,0,0.00044,12.024786
57,65537,125,1,0,0.000348,12.025134
506,65537,125,1,0,0.000691,12.025832
57,65537,125,1,0,1e-06,12.025833
506,65537,125,1,0,0.000329,12.026162
310,65537,125,1,0,0.000332,12.02675
310,65537,125,1,0,0.000561,12.027311
581,65537,125,1,0,0.000384,12.027695
17,65537,124,0,1,7.1e-05,12.028494
18,65537,123,1,0,0.000336,12.02883
17,65537,124,0,1,0.000233,12.029063
17,65537,122,0,1,0.351911,12.381282
19,65537,120,1,0,0.000333,12.381615
17,65537,122,0,1,0.000214,12.381829
20,65537,121,1,0,0.000333,12.382162
17,65537,122,0,1,0.061791,12.443953
506,65537,125,1,0,0.00081,12.444763
57,65537,125,1,0,2e-06,12.444765
506,65537,125,1,0,0.000376,12.445141
57,65537,125,1,0,0.0,12.445141
506,65537,125,1,0,1e-06,12.445142
57,65537,125,1,0,0.000377,12.445519
506,65537,125,1,0,1e-06,12.44552
57,65537,125,1,0,0.000343,12.445863
506,65537,125,1,0,0.000751,12.447147
57,65537,125,1,0,2e-06,12.447149
506,65537,125,1,0,0.0,12.447149
310,65537,125,1,0,0.000346,12.447495
310,65537,125,1,0,0.000888,12.448901
581,65537,125,1,0,0.213597,12.662498
17,65537,124,0,1,7.3e-05,12.663676
18,65537,123,1,0,0.000677,12.664353
